n:  1000  2000  3000  4000  5000  6000  7000  8000  9000  10000  11000  12000  13000  14000  15000  16000  17000  18000  19000  20000
a:  1sec  2sec  2sec  4sec  4sec  5sec  5sec  6sec  7sec  8sec   8sec   9sec   10sec  11sec  11sec  12sec  13sec  14sec  14sec  15sec
b:  
